股票代號,股票名稱,上市櫃產業,基本族群,主流/非主流,熱門族群1,熱門族群2,熱門族群3,熱門族群4,熱門族群5,備註
4585,達明,,普通股_待補官方產業,非主流,,,,,,
4588,玖鼎電力,,普通股_待補官方產業,非主流,,,,,,
4590,富田-創,,普通股_待補官方產業,非主流,,,,,,
4609,唐鋒,居家生活,居家生活,非主流,,,,,,
4702,中美實,居家生活,居家生活,非主流,,,,,,
4706,大恭,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4707,磐亞,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4711,永純,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4714,永捷,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4716,大立,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4720,德淵,,普通股_待補官方產業,非主流,,,,,,
4721,美琪瑪,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4722,國精化,,普通股_待補官方產業,非主流,,,,,,
4726,永昕,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4728,雙美,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4729,熒茂,光電業,光電業,主流,,,,,,provisional_industry_mapping
4735,豪展,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4736,泰博,,普通股_待補官方產業,非主流,,,,,,
4737,華廣,,普通股_待補官方產業,非主流,,,,,,
4739,康普,,普通股_待補官方產業,非主流,,,,,,
4741,泓瀚,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4743,合一,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4744,皇將,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4745,合富-KY,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4746,台耀,,普通股_待補官方產業,非主流,,,,,,
4747,強生製藥,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4749,新應材,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4754,國碳科,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4755,三福化,,普通股_待補官方產業,非主流,,,,,,
4760,勤凱科技,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
4763,材料*-KY,,普通股_待補官方產業,非主流,,,,,,
4764,雙鍵,,普通股_待補官方產業,非主流,,,,,,
4766,南寶,,普通股_待補官方產業,非主流,,,,,,
4767,誠泰科技,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4768,晶呈科技,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4770,上品,,普通股_待補官方產業,非主流,,,,,,
4771,望隼,,普通股_待補官方產業,非主流,,,,,,
4772,台特化,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
4804,大略-KY,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
4806,桂田文創,文化創意業,文化創意業,非主流,,,,,,
4807,日成-KY,,普通股_待補官方產業,非主流,,,,,,
4903,聯光通,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
4904,遠傳,,普通股_待補官方產業,非主流,,,,,,
4905,台聯電,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4906,正文,通信網路業,通信網路業,主流,網通交換器,網通設備,,,,user_authorized_seed_20260530
4907,富宇,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
4908,前鼎,通信網路業,通信網路業,主流,CPO光通訊,,,,,user_authorized_seed_20260530
4909,新復興,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
4911,德英,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4912,聯德控股-KY,,普通股_待補官方產業,非主流,,,,,,
4915,致伸,,普通股_待補官方產業,非主流,,,,,,
4916,事欣科,電腦及週邊設備業,電腦及週邊設備業,主流,低軌衛星,工業電腦,,,,user_authorized_seed_20260530
4919,新唐,,普通股_待補官方產業,非主流,,,,,,
4923,力士,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4924,欣厚-KY,綠能環保,綠能環保,非主流,,,,,,
4927,泰鼎-KY,,普通股_待補官方產業,非主流,,,,,,
4930,燦星網,,普通股_待補官方產業,非主流,,,,,,
4931,新盛力,電腦及週邊設備業,電腦及週邊設備業,主流,電源_BBU,,,,,user_authorized_seed_20260530
4933,友輝,光電業,光電業,主流,,,,,,provisional_industry_mapping
4934,太極,,普通股_待補官方產業,非主流,,,,,,
4935,茂林-KY,,普通股_待補官方產業,非主流,,,,,,
4938,和碩,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
4939,亞電,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
4942,嘉彰,,普通股_待補官方產業,非主流,,,,,,
4943,康控-KY,,普通股_待補官方產業,非主流,,,,,,
4946,辣椒,文化創意業,文化創意業,非主流,,,,,,
4949,有成精密,,普通股_待補官方產業,非主流,,,,,,
4950,金耘國際,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
4951,精拓科,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4952,凌通,,普通股_待補官方產業,非主流,,,,,,
4953,緯致,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
4956,光鋐,,普通股_待補官方產業,非主流,,,,,,
4958,臻鼎-KY,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,車用電子,,,,user_authorized_seed_20260530
4960,誠美材,,普通股_待補官方產業,非主流,,,,,,
4961,天鈺,,普通股_待補官方產業,非主流,,,,,,
4966,譜瑞-KY,半導體業,半導體業,主流,半導體業,IC設計,,,,provisional_industry_mapping
4967,十銓,,普通股_待補官方產業,非主流,,,,,,
4968,立積,,普通股_待補官方產業,非主流,,,,,,
4971,IET-KY,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4972,湯石照明,光電業,光電業,主流,,,,,,provisional_industry_mapping
4973,廣穎電通,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4974,亞泰,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
4976,佳凌,,普通股_待補官方產業,非主流,,,,,,
4977,眾達-KY,,普通股_待補官方產業,非主流,,,,,,
4979,華星光,通信網路業,通信網路業,主流,CPO光通訊,,,,,user_authorized_seed_20260530
4987,科誠,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,
4989,榮科,,普通股_待補官方產業,非主流,,,,,,
4991,環宇-KY,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
4994,傳奇,,普通股_待補官方產業,非主流,,,,,,
4995,晶達,光電業,光電業,主流,,,,,,provisional_industry_mapping
4999,鑫禾,,普通股_待補官方產業,非主流,,,,,,
5007,三星,,普通股_待補官方產業,非主流,,,,,,
5009,榮剛,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5011,久陽,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5013,強新,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5014,建錩,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5015,華祺,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5016,松和,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
5201,凱衛,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5202,力新,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5203,訊連,,普通股_待補官方產業,非主流,,,,,,
5205,中茂,綠能環保,綠能環保,非主流,,,,,,
5206,坤悅,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5209,新鼎,其他業,其他業,非主流,,,,,,
5210,寶碩,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5211,蒙恬,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5212,凌網,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5213,亞昕,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5215,科嘉-KY,,普通股_待補官方產業,非主流,,,,,,
5220,萬達光電,光電業,光電業,主流,,,,,,provisional_industry_mapping
5222,全訊,,普通股_待補官方產業,非主流,,,,,,
5223,安力-KY,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5225,東科-KY,,普通股_待補官方產業,非主流,,,,,,
5227,立凱-KY,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5228,鈺鎧,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5230,雷笛克光學,光電業,光電業,主流,,,,,,provisional_industry_mapping
5234,達興材料,,普通股_待補官方產業,非主流,,,,,,
5236,凌陽創新,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5243,乙盛-KY,,普通股_待補官方產業,非主流,,,,,,
5244,弘凱,,普通股_待補官方產業,非主流,,,,,,
5245,智晶,光電業,光電業,主流,,,,,,provisional_industry_mapping
5251,天鉞電,光電業,光電業,主流,,,,,,provisional_industry_mapping
5258,虹堡,,普通股_待補官方產業,非主流,,,,,,
5263,智崴,文化創意業,文化創意業,非主流,,,,,,
5269,祥碩,,普通股_待補官方產業,非主流,,,,,,
5272,笙科,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5274,信驊,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5276,達輝-KY,其他業,其他業,非主流,,,,,,
5278,尚凡*,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
5283,禾聯碩,,普通股_待補官方產業,非主流,,,,,,
5284,jpp-KY,,普通股_待補官方產業,非主流,,,,,,
5285,界霖,,普通股_待補官方產業,非主流,,,,,,
5287,數字,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
5288,豐祥-KY,,普通股_待補官方產業,非主流,,,,,,
5289,宜鼎,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5291,邑昇,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5292,華懋,,普通股_待補官方產業,非主流,,,,,,
5299,杰力,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5301,寶得利,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5302,太欣,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5306,桂盟,,普通股_待補官方產業,非主流,,,,,,
5309,系統電,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5310,天剛,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5312,寶島科,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
5314,世紀*,其他業,其他業,非主流,,,,,,
5315,光聯,光電業,光電業,主流,,,,,,provisional_industry_mapping
5321,美而快,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
5324,士開,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5328,華容,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5340,建榮,電子零組件業,電子零組件業,主流,玻纖布,PCB_CCL_ABF材料,,,,user_authorized_seed_20260530
5344,立衛,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5345,馥鴻,其他業,其他業,非主流,,,,,,
5347,世界,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5348,正能量智能,運動休閒,運動休閒,非主流,,,,,,
5351,鈺創,半導體業,半導體業,主流,記憶體,DRAM IC,,,,provisional_industry_mapping
5353,台林,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
5355,佳總,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5356,協益,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5364,力麗店,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5371,中光電,光電業,光電業,主流,,,,,,provisional_industry_mapping
5381,光譜,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
5386,青雲,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5388,中磊,,網通交換器,主流,網通交換器,,,,,user_authorized_seed_20260530
5392,能率,光電業,光電業,主流,,,,,,provisional_industry_mapping
5398,慕康生醫,其他業,其他業,非主流,,,,,,
5403,中菲,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5410,國眾,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
5425,台半,半導體業,半導體業,主流,功率元件/二極體,二極體,,,,provisional_industry_mapping
5426,振發,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5432,新門,綠能環保,綠能環保,非主流,,,,,,
5434,崇越,,普通股_待補官方產業,非主流,,,,,,
5438,東友,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5439,高技,PCB,PCB,主流,PCB_CCL_ABF材料,PCB,,,,
5443,均豪,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5450,南良,其他業,其他業,非主流,,,,,,
5452,佶優,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
5455,昇益,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5457,宣德,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5460,同協,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5464,霖宏,PCB,PCB,主流,PCB_CCL_ABF材料,PCB,,,,
5465,富驊,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5468,凱鈺,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5469,瀚宇博,,普通股_待補官方產業,非主流,,,,,,
5471,松翰,,普通股_待補官方產業,非主流,,,,,,
5474,聰泰,電腦及週邊設備業,電腦及週邊設備業,主流,機器人自動化,,,,,user_authorized_seed_20260530
5475,德宏,電子零組件業,電子零組件業,主流,玻纖布,PCB_CCL_ABF材料,,,,user_authorized_seed_20260530
5478,智冠,文化創意業,文化創意業,非主流,,,,,,
5481,新華,其他業,其他業,非主流,,,,,,
5483,中美晶,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5484,慧友,,普通股_待補官方產業,非主流,,,,,,
5487,通泰,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
5488,松普,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5489,彩富,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
5490,同亨,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
5493,三聯,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
5498,凱崴,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
5508,永信建,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5511,德昌,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5512,力麒,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5514,三豐,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5515,建國,,普通股_待補官方產業,非主流,,,,,,
5516,雙喜,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5519,隆大,,普通股_待補官方產業,非主流,,,,,,
5520,力泰,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5521,工信,,普通股_待補官方產業,非主流,,,,,,
5522,遠雄,,普通股_待補官方產業,非主流,,,,,,
5523,豐謙,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5525,順天,,普通股_待補官方產業,非主流,,,,,,
5529,鉅陞,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5530,龍巖,其他業,其他業,非主流,,,,,,
5531,鄉林,,普通股_待補官方產業,非主流,,,,,,
5533,皇鼎,,普通股_待補官方產業,非主流,,,,,,
5534,長虹,,普通股_待補官方產業,非主流,,,,,,
5536,聖暉*,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
5538,東明-KY,,普通股_待補官方產業,非主流,,,,,,
5543,桓鼎-KY,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5546,永固-KY,,普通股_待補官方產業,非主流,,,,,,
5547,久舜,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5548,安倉,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
5601,台聯櫃,航運業,航運業,非主流,,,,,,provisional_industry_mapping
5603,陸海,航運業,航運業,非主流,,,,,,provisional_industry_mapping
5604,中連,其他業,其他業,非主流,,,,,,
5607,遠雄港,,普通股_待補官方產業,非主流,,,,,,
5608,四維航,,普通股_待補官方產業,非主流,,,,,,
5609,中菲行,航運業,航運業,非主流,,,,,,provisional_industry_mapping
5701,劍湖山,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5703,亞都麗緻,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5704,老爺知,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5706,鳳凰,,普通股_待補官方產業,非主流,,,,,,
5864,致和證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
5871,中租-KY,,普通股_待補官方產業,非主流,,,,,,
5876,上海商銀,,普通股_待補官方產業,非主流,,,,,,
5878,台名,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
5880,合庫金,,普通股_待補官方產業,非主流,,,,,,
5902,德記,居家生活,居家生活,非主流,,,,,,
5903,全家,居家生活,居家生活,非主流,,,,,,
5904,寶雅,居家生活,居家生活,非主流,,,,,,
5905,南仁湖,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
5906,台南-KY,,普通股_待補官方產業,非主流,,,,,,
5907,大洋-KY,,普通股_待補官方產業,非主流,,,,,,
6005,群益證,,普通股_待補官方產業,非主流,,,,,,
6015,宏遠證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6016,康和證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6020,大展證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6021,美好證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6023,元大期貨,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6024,群益期,,普通股_待補官方產業,非主流,,,,,,
6026,福邦證,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6028,公勝保經,金融保險業,金融保險業,非主流,,,,,,provisional_industry_mapping
6101,寬魚國際,文化創意業,文化創意業,非主流,,,,,,
6103,合邦,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6104,創惟,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6108,競國,,普通股_待補官方產業,非主流,,,,,,
6109,亞元,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6111,光聚晶電,文化創意業,文化創意業,非主流,,,,,,
6112,邁達特,,普通股_待補官方產業,非主流,,,,,,
6113,亞矽,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
6114,久威,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6115,鎰勝,,普通股_待補官方產業,非主流,,,,,,
6116,彩晶,,普通股_待補官方產業,非主流,,,,,,
6117,迎廣,,普通股_待補官方產業,非主流,,,,,,
6118,建達,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
6120,達運,,普通股_待補官方產業,非主流,,,,,,
6121,新普,電腦及週邊設備業,電腦及週邊設備業,主流,電源_BBU,,,,,user_authorized_seed_20260530
6122,擎邦,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
6123,上奇,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6124,業強,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6125,廣運,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
6126,信音,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6127,九豪,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6128,上福,,普通股_待補官方產業,非主流,,,,,,
6129,普誠,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6130,上亞科技,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
6133,金橋,,普通股_待補官方產業,非主流,,,,,,
6134,萬旭,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6136,富爾特,,普通股_待補官方產業,非主流,,,,,,
6138,茂達,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6139,亞翔,,普通股_待補官方產業,非主流,,,,,,
6140,訊達電腦,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6141,柏承,,普通股_待補官方產業,非主流,,,,,,
6142,友勁,,普通股_待補官方產業,非主流,,,,,,
6143,振曜,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6144,得利影,文化創意業,文化創意業,非主流,,,,,,
6146,耕興,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
6147,頎邦,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6148,驊宏資,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6150,撼訊,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
6151,晉倫,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
6152,百一,,普通股_待補官方產業,非主流,,,,,,
6153,嘉聯益,,普通股_待補官方產業,非主流,,,,,,
6154,順發,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
6155,鈞寶,,普通股_待補官方產業,非主流,,,,,,
6156,松上,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6158,禾昌,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6160,欣技,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
6161,捷波,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
6163,華電網,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6164,華興,,普通股_待補官方產業,非主流,,,,,,
6165,浪凡,,普通股_待補官方產業,非主流,,,,,,
6166,凌華,,機器人自動化,主流,機器人自動化,軍工無人機,,,,user_authorized_seed_20260530
6167,久正,光電業,光電業,主流,,,,,,provisional_industry_mapping
6168,宏齊,,普通股_待補官方產業,非主流,,,,,,
6169,昱泉,文化創意業,文化創意業,非主流,,,,,,
6170,統振,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6171,大城地產,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6173,信昌電,電子零組件業,電子零組件業,主流,被動元件,陶瓷粉末,,,,user_authorized_seed_20260530
6174,安碁,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6175,立敦,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6176,瑞儀,,普通股_待補官方產業,非主流,,,,,,
6177,達麗,,普通股_待補官方產業,非主流,,,,,,
6179,亞通,其他業,其他業,非主流,,,,,,
6180,橘子,文化創意業,文化創意業,非主流,,,,,,
6182,合晶,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6183,關貿,,普通股_待補官方產業,非主流,,,,,,
6184,大豐電,,普通股_待補官方產業,非主流,,,,,,
6185,幃翔,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6186,新潤,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6187,萬潤,半導體業,半導體業,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
6188,廣明,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
6189,豐藝,,普通股_待補官方產業,非主流,,,,,,
6190,萬泰科,通信網路業,通信網路業,主流,低軌衛星,,,,,user_authorized_seed_20260530
6191,精成科,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,,,,,user_authorized_seed_20260530
6192,巨路,,普通股_待補官方產業,非主流,,,,,,
6194,育富,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6195,詩肯,居家生活,居家生活,非主流,,,,,,
6196,帆宣,,半導體設備_CoWoS,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
6197,佳必琪,,普通股_待補官方產業,非主流,,,,,,
6198,瑞築,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6199,天品,其他業,其他業,非主流,,,,,,
6201,亞弘電,,普通股_待補官方產業,非主流,,,,,,
6202,盛群,,普通股_待補官方產業,非主流,,,,,,
6203,海韻電,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6204,艾華,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6205,詮欣,,普通股_待補官方產業,非主流,,,,,,
6206,飛捷,,電源_BBU,主流,電源_BBU,,,,,user_authorized_seed_20260530
6207,雷科,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6208,日揚,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6209,今國光,,普通股_待補官方產業,非主流,,,,,,
6210,慶生,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6212,理銘,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6213,聯茂,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,,,,,user_authorized_seed_20260530
6214,精誠,,普通股_待補官方產業,非主流,,,,,,
6215,和椿,,普通股_待補官方產業,非主流,,,,,,
6216,居易,,普通股_待補官方產業,非主流,,,,,,
6217,中探針,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6218,豪勉,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6219,富旺,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6220,岳豐,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6221,晉泰,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6222,立軒,光電業,光電業,主流,,,,,,provisional_industry_mapping
6223,旺矽,半導體業,半導體業,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
6224,聚鼎,,普通股_待補官方產業,非主流,,,,,,
6225,天瀚,,普通股_待補官方產業,非主流,,,,,,
6226,光鼎,,普通股_待補官方產業,非主流,,,,,,
6227,茂綸,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
6228,全譜,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
6229,研通,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6230,尼得科超眾,,散熱液冷,主流,散熱液冷,,,,,user_authorized_seed_20260530
6231,系微,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6233,旺玖,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6234,高僑,光電業,光電業,主流,,,,,,provisional_industry_mapping
6235,華孚,,普通股_待補官方產業,非主流,,,,,,
6236,中湛,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
6237,驊訊,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6239,力成,,記憶體儲存,主流,記憶體儲存,,,,,user_authorized_seed_20260530
6240,松崗,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
6241,鑫永洋,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6242,立康,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
6243,迅杰,,普通股_待補官方產業,非主流,,,,,,
6244,茂迪,光電業,光電業,主流,,,,,,provisional_industry_mapping
6245,立端,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6246,臺龍,光電業,光電業,主流,,,,,,provisional_industry_mapping
6248,沛波,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
6257,矽格,,普通股_待補官方產業,非主流,,,,,,
6259,百徽,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6261,久元,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
6263,普萊德,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
6264,富裔,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
6265,方土昶,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
6266,泰詠,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
6269,台郡,,普通股_待補官方產業,非主流,,,,,,
6270,倍微,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
